author,word1,word2,source
736,anderson,cooper,CC
730,red,hood,CC
743,groceries,supermarket,CC
737,plane,jet,CC
743,avenue,park,CC
730,tell,poker,CC
723,tow mater,moronic,CC
724,lollies,adverb,CC
743,sneeze,nose,CC
723,honor,valor,CC
746,fairytales,grimm,CC
746,amen,omen,CC
736,fashion,statement,CC
743,louise,geez,CC
746,business,card,CC
737,cyclops,ulysses,CC
723,ant,picnic,CC
730,patron,saint,CC
727,fertilizer,farm,CC
736,xenomorph,alien,CC
758,watch,tower,CC
728,quartet,fantastic,CC
743,templar,simon,CC
737,class,crass,CC
736,moon,stars,CC
743,guiteau,assassin,CC
723,ton,ex-girlfriend,CC
737,hinges,latch,CC
746,bunyan,blue,CC
734,out,in,CC
742,hunter,murder,CC
746,troll,ulik,CC
736,ball,fun,CC
736,gentle,touch,CC
728,nymph,imago,CC
736,rotary,engine,CC
727,crowd,pleaser,CC
743,affairs,foreign,CC
736,happy,birthday,CC
727,penitentiary,guard,CC
736,bow tie,tuxedo,CC
743,traffic,gridlock,CC
743,silver,lone ranger,CC
736,alchemy,transformation,CC
730,international,waters,CC
727,kent,clark,CC
723,ring,ringu,CC
742,paper,parchment,CC
743,ingals,laura,CC
723,the cure,dinosaur,CC
736,nimue,lady of the lake,CC
737,silent,night,CC
736,lancelot,secret chimp,CC
743,robert de niro,raging bull,CC
743,clamato,disgusting,CC
743,dukes,duchesses,CC
730,piercing,ear,CC
737,award,academy,CC
743,fandango,light,CC
743,legs,stockings,CC
727,despicable,daffy,CC
743,bushido,honour,CC
736,swedish,ikea,CC
736,rabbit,roger,CC
730,voltage,sparks,CC
737,louisville,slugger,CC
737,ditch,digger,CC
743,paintings,brushes,CC
738,yoga,yogi,CC
743,clyde,bonnie,CC
736,toes,feet,CC
737,life,cereal,CC
743,cooper,barrel,CC
737,hillbilly,moonshine,CC
728,fiesta,ford,CC
723,bjorn bork bork bjorn,puppets,CC
730,chemist,drugs,CC
723,sable,silver,CC
728,cards,trump,CC
730,anorak,trains,CC
723,i will see your superhuman samurai squad and raise you a kamen rider,mumen rider,CC
743,cafeteria,food,CC
743,bungle,screw-up,CC
727,discus,throw,CC
742,fellows,bed,CC
727,bat,ball,CC
737,gone,with the wind,CC
723,scheme,advantage,CC
743,sparks,flint,CC
742,foramen magnum,condom,CC
743,travel,voyage,CC
742,head,feet,CC
723,pancakes,waffles,CC
743,kick,back,CC
736,speedy,gonzales,CC
743,monster,truck,CC
728,mad,hatter,CC
723,lear,king,CC
728,pow,wow,CC
746,flint,dirty water,CC
728,sailing,smooth,CC
746,georgia,peaches,CC
746,william,overture,CC
743,parchment,egypt,CC
723,ra,egypt,CC
746,never,land,CC
737,soapbox,racer,CC
727,joan,arc,CC
724,home,plate,CC
743,schlep,yiddish,CC
743,lewis,clark,CC
728,record,guiness,CC
727,traditional,values,CC
728,maximoff,frank,CC
730,brownie,enhanced,CC
730,marsupial,pouch,CC
730,ladies,night,CC
728,report,bridge,CC
743,snowi have 4-5 inches today,flakes,CC
743,chris,pine,CC
723,positive,contact,CC
730,tightrope,net,CC
728,jungle,welcome,CC
743,giggles,clown,CC
743,freud,clement,CC
736,yiddish,judah,CC
724,thing,two,CC
736,secret,agent,CC
727,blue,moon,CC
758,milk,man,CC
743,fiber,optic,CC
746,more,quoth,CC
743,roar,scream,CC
728,hawkeye,ameslan,CC
743,unicorn,virgin,CC
746,vows,oaths,CC
736,ann,margret,CC
743,windows,curtains,CC
743,words,lexicon,CC
743,window,curtain,CC
743,blues,brothers,CC
737,armed,and dangerous,CC
742,association,incorporated,CC
736,off-kilter,eccentric,CC
723,mirror,studio 54,CC
743,track and field,athletics,CC
728,land,free,CC
743,city,suburb,CC
743,detergent,water,CC
743,poisoning,asphyxiation,CC
736,difference,maker,CC
736,whatchamacallit,gizmo,CC
743,warbler,thrush,CC
728,houdini,niagara,CC
743,crunch,pow,CC
723,mile,prower,CC
728,cosell,saturday night live,CC
737,guiness,pint,CC
727,god,thunder,CC
736,soprano,saxophone,CC
723,mosquito bite,ouch,CC
743,assault,grievous,CC
743,larry,curly,CC
743,iverson,california,CC
736,ducks,quack,CC
736,lanister,roar,CC
743,pit,peach,CC
742,fall,autumn,CC
728,wright brothers,uss kitty hawk,CC
736,apple,pie,CC
730,anvil,coyote,CC
730,howl,wind,CC
723,box,tops,CC
724,fear,cape,CC
727,marijuana,legal,CC
746,fever,johnny,CC
723,graduate,drop out,CC
743,tuna,fish,CC
723,batteries,acid,CC
736,action,comics,CC
730,m,moriarty,CC
727,hay,horses,CC
727,wall,mart,CC
742,nicea,greeting,CC
742,jazz,blues,CC
746,carpenter,ant,CC
736,frankenstein,wolfman,CC
737,empty,stomach,CC
743,lawyer,rules,CC
743,stripes,zebra,CC
723,buoy,sea,CC
743,payback,mel gibson,CC
736,bird,worm,CC
743,counting,crows,CC
737,jungle,bungle,CC
743,darn,cat,CC
728,waistcoat,pocket watch,CC
723,endurance,perseverance,CC
742,blood,type,CC
723,gale,wind,CC
728,working,procrastinating,CC
723,chimneys,smoke,CC
742,nuts,scrotum,CC
728,suspect,lump,CC
728,king,kirby,CC
743,coast,beach,CC
730,estate,mansion,CC
746,industry,fripp,CC
746,helium,barsoom,CC
737,frappe,latte,CC
730,grapple,hook,CC
743,muscles,biceps,CC
728,dodging,fording,CC
730,scott,summers,CC
743,ouch,hurt,CC
731,cycling,drugs,CC
731,tumblers,whiskey,CC
743,clumsy,carp,CC
731,foot,long,CC
727,seed,plant,CC
742,shetland,ride,CC
737,dearest,mommie,CC
736,jedi,knights,CC
728,broken,arrow,CC
746,money,root,CC
727,charlatan,charlemagne,CC
737,poker,cards,CC
736,costume,cosplay,CC
743,cat,kit,CC
743,wall,berlin,CC
731,stomach,ulcer,CC
727,kindle,fire,CC
746,hendrix,monterey,CC
743,worst,times,CC
742,clockwork,portland,CC
743,pathos,bathos,CC
730,pile,stack,CC
743,frothy,bubbly,CC
743,convention,custom,CC
731,echo,dolphin,CC
736,feather,duster,CC
743,telecaster,fender,CC
728,tooth,thankless,CC
730,doll,house,CC
736,room,board,CC
730,enemy,public,CC
743,burr,prickle,CC
743,brittany,spears,CC
743,casino,royale,CC
743,academy,gotham,CC
730,grammar,nazi,CC
723,speaker,forum,CC
731,vegetables,plant,CC
727,tomato,sauce,CC
728,brando,butter,CC
730,harry,peter,CC
736,box,seat,CC
738,cigar,freud,CC
730,skin,flesh,CC
751,cover,homage,CC
736,big guy,big boy,CC
723,bottle,spin,CC
724,temple,owls,CC
728,splice,gene,CC
736,dynasty,tv,CC
730,tattoo,needle,CC
728,five man electrical band,seventies,CC
737,message,secret,CC
743,great,alexander,CC
743,black,beauty,CC
743,shave,razor,CC
730,bird,charlie,CC
730,shaker,martini,CC
730,field,sally,CC
728,superhero,continuity,CC
743,lindsay,lohan,CC
730,retreat,surrender,CC
743,up,shot,CC
746,tropical,rain-forest,CC
736,dubya,report,CC
743,candy,bar,CC
731,swine,pork,CC
743,state,victoria,CC
736,charlie,chaplin,CC
727,hockey,puck,CC
724,bunker,hazard,CC
746,dracula,hammer horror,CC
743,plain,bland,CC
730,roy thomas,wordy,CC
737,light,neon,CC
742,dress,suit,CC
751,duck,tales,CC
743,extraterrestrial,alien,CC
743,stage,coach,CC
746,marx,engels,CC
737,ring,precioussssssssss,CC
723,george,lenny,CC
737,early,bird,CC
730,repellent,trump,CC
730,key,lock,CC
743,pieces,eight,CC
730,door,prize,CC
743,pony,shetland,CC
737,hasenpfeffer,gesundheight,CC
743,eyes,crying,CC
743,voice interface,computer,CC
728,tree,beard,CC
743,distant,shores,CC
723,national velvet,elizabeth taylor,CC
743,executive,action,CC
743,zebra head,hunting trophy,CC
730,spy camera,gadget,CC
742,close,far,CC
723,king,arthur,CC
723,porn,freaky,CC
743,puppies,dogs,CC
743,proletariat,prole,CC
736,disgusting,foul,CC
723,company,kept,CC
723,cards,tarot,CC
736,sorcery,magic,CC
728,ship,line,CC
724,seeking,susan,CC
724,easy,reader,CC
737,scanword association game reached 500 pages today,x-ray,CC
737,varsity,sports,CC
743,fatal,attraction,CC
723,palmer,golf,CC
743,predator,drone,CC
727,president,trump,CC
743,badges,police,CC
743,borders,checkpoints,CC
728,live aid,geldoff,CC
723,government,big brother,CC
742,paper,paper,CC
743,chain,ball,CC
743,betty white,snickers,CC
723,lion,king,CC
743,jus,law,CC
737,fins,fish,CC
736,drunks,winos,CC
743,eggs,benedict,CC
743,daniel,dawn,CC
746,c,white,CC
743,archie,bunker,CC
727,mind,matter,CC
736,ink,pencil,CC
728,welder,arc,CC
728,pegasus,battlestar,CC
743,daisy,flower,CC
723,anger,anger,CC
723,man,thing,CC
743,bag,gladstone,CC
723,secret,spirit,CC
743,two-shoes,pair,CC
730,friend,zone,CC
743,return,boomerang,CC
743,bunhill,row,CC
724,faithful,50,CC
737,decommissioned,aircraft carrier,CC
730,hair,style,CC
724,curd,whey,CC
743,eclipse,vibrations,CC
743,shocking,voltage,CC
736,park,ride,CC
737,mentallo,controller,CC
736,ants,pants,CC
737,trail,mix,CC
743,neutron,bomb,CC
743,necessity,invention,CC
723,war,peace,CC
749,dragons,imagine,CC
743,pompous,stuffy,CC
723,fatigue,sleepy,CC
723,misbehave,bad,CC
743,bat,vampire,CC
724,orwelian,doubleplusungood,CC
743,new order,new broom,CC
746,devil,details,CC
743,soap,opera,CC
743,projector,viewmaster,CC
743,summer,hot,CC
731,sideburns,elvis,CC
730,machine,gun,CC
727,kennel,club,CC
728,suitcase,armor,CC
746,wind,ill,CC
743,composition book,lined,CC
727,shakespeare,play,CC
738,social,gathering,CC
723,coyne,flaming lips,CC
728,rush,toronto,CC
736,pearl,harbor,CC
723,black and white,shake,CC
736,all,detergent,CC
736,insanity,mad,CC
743,supreme,power,CC
728,sub,sandwich,CC
728,ape,s,CC
736,vampire,undead,CC
746,newton,alchemist,CC
743,watch,wrist,CC
746,conan,roquefort,CC
730,r&b,soul,CC
742,pemmican,pellican,CC
728,bent,gently,CC
742,murmuration,heart,CC
736,hip,hop,CC
727,space,program,CC
736,old,new,CC
730,croak,dead,CC
730,reed,richards,CC
730,connection,faulty,CC
742,core,apple,CC
727,pop,weasel,CC
743,sheep,lamb,CC
742,walkin,talkin,CC
731,vaudeville,stage,CC
743,parchment,vellum,CC
743,maple,syrup,CC
728,weather,bringer,CC
743,larue,cowboy,CC
727,abba,swedish,CC
746,pin,tail,CC
737,parts,missing,CC
728,laserdisc,visa,CC
743,picnic,blanket,CC
727,alley,cardinale,CC
746,engagement,previous,CC
736,mafia,mob,CC
746,magic,crowley,CC
727,twinkle,star,CC
743,respect,earned,CC
723,honour,warrior,CC
731,william,just,CC
737,frankenstein,doctor,CC
746,custodian,steward,CC
730,quartermain,alan,CC
746,jedi,council,CC
728,master,slide,CC
743,pile,atomic,CC
731,tight,fit,CC
742,raven,bird,CC
737,puff,magic dragon,CC
736,centipede,game,CC
728,dishes,radiotelescope,CC
723,feather,phoenix,CC
736,crap,game,CC
743,bees,bumble,CC
724,falcon,millennium,CC
746,mike,drop,CC
727,foliage,leaves,CC
743,unfortunately,beef,CC
728,bitch,please,CC
743,assisi,italy,CC
737,neutron,jimmy,CC
743,bluebeard,murder,CC
743,state,tasmania,CC
727,rickles,goody,CC
743,county,tyrone,CC
753,oh henry,magi,CC
743,match,tennis,CC
730,barbara,ann,CC
743,indiana,jones,CC
728,renewal,carrousel,CC
723,orbit,high,CC
723,doll,house,CC
730,dreadful,deplorable,CC
734,tie,bow,CC
730,laundry,washing,CC
728,catcher,batter,CC
743,fingers,rings,CC
730,oz,wizard,CC
724,laughing,gas,CC
732,eggs,benedict,CC
736,family,friends,CC
727,misinformed,voters,CC
742,horse,shoe,CC
728,crystal,quicksilver,CC
736,warrant,search,CC
743,bid,bridge,CC
723,loonette the clown,it,CC
730,hound,dog,CC
728,defender,hulk,CC
736,women,wonder,CC
736,angus,black,CC
736,wheatcakes,specialty,CC
727,sanders,bernie,CC
746,parliament,funkadelic,CC
727,bologna,italy,CC
743,arthur,daley,CC
723,brim,prim,CC
728,dig,grave,CC
736,watchtower,justice league,CC
743,amish,witness,CC
737,tongue,piercing,CC
737,sssssstone,cold,CC
728,chorus,coryphaeus,CC
743,pentagram,star,CC
727,rook,pawn,CC
728,scarlet,study,CC
723,emporium,davenport,CC
736,seal,approval,CC
743,boris,karloff,CC
723,brief,message,CC
736,university,college,CC
743,balloons,zepplins,CC
730,heroin,addict,CC
742,doll,house,CC
743,nerve,wracking,CC
743,quest,probe,CC
743,saint,simon templar,CC
728,paul,saul,CC
746,aid,live,CC
737,author,book,CC
727,vampire,draculatoday is the 120th anniversary of the publication of bram stoker's novel,CC
743,climbing,mountain,CC
728,cigarette,nail,CC
743,enchiladas,mexican,CC
743,chaos,theory,CC
723,weathermen,rain,CC
746,stream,field,CC
724,whitstable,kent,CC
743,adrian,rocky,CC
737,fold,bend,CC
743,ameslan,auslan,CC
743,outback,australia,CC
743,taker,aback,CC
730,notes,music,CC
746,nazi,arnold ernst toht,CC
743,mirrors,rearview,CC
743,spandex,yellow,CC
728,hair,aquarius,CC
724,boxing,welterweight,CC
730,drawing,bath,CC
743,falcon,peregrine,CC
743,brick,cement,CC
743,pocket,billiards,CC
730,viscous,oil,CC
738,chemist,ee,CC
738,brudder,hulk hogan,CC
743,number nine number nine number nine,daredevil,CC
759,mouthwash,spit,CC
746,wight,barrow,CC
743,magic square,mathematics,CC
742,hypnosis,spiral,CC
742,geese,down,CC
746,andrews,julie,CC
728,tony soprano,believin,CC
723,bat lash,mad,CC
738,fon,du,CC
731,crime syndicate,owlman,CC
723,mel gibson,lee marvin,CC
728,mark,trail,CC
743,cry,wolf,CC
743,zeke,anderson,CC
723,restaurant,seinfeld,CC
743,ditz,blonde,CC
743,slides,skids,CC
730,bill,overdue,CC
730,loan,shark,CC
730,air force base,planes,CC
742,archives,library,CC
728,binder,otto,CC
728,sleeve,card,CC
728,kind,third,CC
746,pigs,blanket,CC
728,heath,pictland,CC
728,crisis on infinite earths,error,CC
737,tarzan,lord,CC
728,friends,sitcom,CC
743,rice,curry,CC
743,jacket,potato,CC
743,parent,hood,CC
742,branch,twig,CC
730,california,raisins,CC
730,please,thank,CC
736,screen,silver,CC
736,vice,squad,CC
723,asteroid,centipede,CC
743,werewolves,silver,CC
743,pool,table,CC
737,approach,retreat,CC
727,beach,volleyball,CC
727,skin,bones,CC
743,steak,tartar,CC
743,frailty,infirmity,CC
727,expletives,deleted,CC
743,trusty,sidekick,CC
743,solar system,sun,CC
730,ring,diamond,CC
730,core,centre,CC
743,bob,sled,CC
736,oysters,pearls,CC
730,compactor,crushed,CC
730,ride,pony,CC
723,ringmaster,hat,CC
730,surfing,alien,CC
737,nevermore,poe,CC
723,golden,delicious,CC
737,shovel,manure,CC
737,voldemort,snake,CC
743,aristocratic,class,CC
743,1001,arabian,CC
743,mantel,piece,CC
723,training,bra,CC
730,willpower,ring,CC
746,technology,luddite,CC
743,jinkies,daphne,CC
743,parlour,games,CC
743,long,pork,CC
746,bullet,blue sky,CC
736,zombies,undead,CC
736,imaginary,mythological,CC
730,truthfulness,integrity,CC
743,engine,steam,CC
743,comsat,satellite,CC
742,rocky road,weird,CC
742,sheriff,deputy,CC
728,bite,bark,CC
743,head,cheese,CC
730,club,seal,CC
723,teddy bear,peanut butter,CC
737,hook,ladder,CC
743,department,store,CC
746,smack,fix,CC
736,luddite,destroyer,CC
746,dexter,laboratory,CC
737,snl,laugh-in,CC
736,oil,slick,CC
746,dolly,llama,CC
723,dummies,simpletons,CC
746,beer,frothy,CC
730,ear,piercing,CC
743,nuggets,gold,CC
730,deeds,dirty,CC
736,olympus,mount,CC
743,love,tennis,CC
745,atom,split,CC
743,victoria,secret,CC
732,meister,brau,CC
731,surgery,surgeon,CC
727,broadway,show,CC
723,drink,purple,CC
727,roll,rock,CC
737,sweet,tooth,CC
728,skirt,spray,CC
731,scholarship,funding,CC
743,overseas,destination,CC
743,dust,bunny,CC
737,destruction,construction,CC
743,money,talks,CC
743,robot,cyborg,CC
728,rattle and roll,snake,CC
743,dinner,bell,CC
724,punch,hawaiian,CC
728,easy,rider,CC
743,nineteenth,hole,CC
759,up,clean sheets,CC
737,jelly,fish,CC
723,trip,fall,CC
746,maple,letter hack,CC
723,beastiary,vogue,CC
727,arrest,under,CC
746,silver,medal,CC
736,tango,waltz,CC
736,this,that,CC
743,boy,toy,CC
742,showgirls,dance,CC
736,smoke,cigarette,CC
728,rocky,shore,CC
723,roy,speedy,CC
743,lucille,guitar,CC
743,banana,split,CC
723,heraldry,insignia,CC
743,meat,market,CC
736,spouse,lover,CC
728,who,the,CC
723,twig,skinny,CC
746,red,rum,CC
728,cliff,notes,CC
728,mexican,scapegoat,CC
727,why,not,CC
723,history,convoluted,CC
728,man,up,CC
743,pizza,pepperoni,CC
743,tea,coffee,CC
736,grip,iron,CC
746,backwards,masking,CC
743,forty cakes,terrible,CC
743,druids,stonehenge,CC
736,faulty,wire,CC
743,ouch,purple,CC
737,agent,7,CC
743,vegetable,brain dead,CC
727,dallas,cowboys,CC
743,biography,auto,CC
730,winner,grinner,CC
737,moor,othello,CC
743,encounters,brief,CC
746,comma,splice,CC
728,hook,crocodile,CC
743,bowling,alley,CC
737,sailors,marines,CC
728,dark,chocolate,CC
736,ceiling,wall,CC
746,pizza,dog,CC
723,disaster,inferno,CC
743,moriarty,professor,CC
728,deep,thought,CC
742,rome,acropolis,CC
727,odyssey,honda,CC
723,venus,mercury,CC
723,bigfoot,wonder,CC
736,cricket bat,english,CC
730,hitchcock,psycho,CC
723,paper,origami,CC
736,wash,cycle,CC
736,aid,first,CC
736,prophylactic,safeguard,CC
728,arigato,chrysanthemum,CC
737,pyramids,mummies,CC
743,ball 'n' chain,spouse,CC
743,there,fore,CC
728,tell,william,CC
737,bliss,heavenly,CC
730,need,heirarchy,CC
730,madonna,eighties,CC
746,ball,joint,CC
730,found,footage,CC
730,bra,boobs,CC
737,tread,stomp,CC
743,muddy,swamp,CC
743,andrews,air force base,CC
743,runner,sprint,CC
737,agony,pain,CC
736,garden,butchart,CC
728,celtics,dolmen,CC
723,secret service,secret history,CC
743,xavier,francis,CC
743,sweeney,flying squad,CC
736,puckett,baseball,CC
743,technicolor,movie,CC
736,gluttony,pig,CC
723,bones,d,CC
746,truck,semi,CC
742,who,what,CC
728,filmmaker,hollywood,CC
728,master key,sons of the tiger,CC
746,blow,hard,CC
746,show,tell,CC
743,cope,barely,CC
743,rock & roll,r&b,CC
743,yacht,sailing,CC
743,side,car,CC
743,poker,cards,CC
743,fire,smoke,CC
737,national debt,deep,CC
727,negative,burn,CC
743,disorder,chaos,CC
727,polystyrene,foam,CC
728,mob,rabble,CC
724,cypress,point,CC
730,bowler,steed,CC
743,green arrow,arrowcar,CC
730,divorce,lawyer,CC
736,scotch,tape,CC
742,price,capitalism,CC
727,chan,clan,CC
723,hell,beelzebub,CC
743,wellington,beef,CC
730,acrobats,trapeze,CC
736,creator,deity,CC
728,sasquatch,legend,CC
743,crossroads,voodoo,CC
736,hand,palm,CC
728,gazillion,national debt,CC
743,euro,trash,CC
743,appropriate,inappropriate,CC
743,teeth,fangs,CC
743,barrel,cooper,CC
743,silver,dollar,CC
759,mansion,giant,CC
743,rifle,carbine,CC
736,brothers,sisters,CC
728,movie,the movie,CC
743,jaw,shark,CC
728,wight,barrow,CC
724,pop,coke,CC
737,chapter,paragraph,CC
743,mad,magazine,CC
730,doll,parts,CC
730,wuss,weakling,CC
742,inevitable,time,CC
736,mooney,jada pinkett smith,CC
742,campervan,summer,CC
746,dog,pound,CC
736,radio,short-wave,CC
724,room,elbow,CC
743,affair,remember,CC
730,addiction,heroin,CC
728,cincinnati,wkrp,CC
743,parts,spare,CC
728,cold,feet,CC
737,yojimbo,samurai,CC
730,flies,australia,CC
727,soup,can,CC
731,off,white,CC
727,ship,cap,CC
728,spirit,st-louis,CC
723,comic,art,CC
736,westwood,john wooden,CC
742,bad,good,CC
743,mountain,climber,CC
731,hooooooooowwwwwwwwwwllllllll,astounding,CC
743,twisted,tales,CC
743,gorgeous,george,CC
737,opera,puccini,CC
727,marvel,mystery,CC
743,beard,razor,CC
743,condominium,skyscraper,CC
743,shoes,laces,CC
723,pose,figure,CC
728,recorder,thor,CC
743,chop,mall,CC
724,hemophilia,alexei,CC
743,missing,action,CC
731,paragraph,sentence,CC
737,chemical,reaction,CC
728,conan,late night,CC
743,osmond,mormons,CC
743,verse,song,CC
736,empire,state,CC
736,milk,shake,CC
743,opportunity,knocks,CC
743,anger,mad,CC
743,haggis,stomach,CC
728,albino,meg,CC
730,norman,osborn,CC
730,dunk,oreos,CC
734,virgo,me,CC
728,iced vo-vo,mr,CC
736,dunst,actress,CC
736,spin,cycle,CC
736,death,life,CC
743,buggin,out,CC
730,altitude,descent,CC
737,laundry,basket,CC
736,twopenny inn,gold nuggets,CC
737,beginnings,in-betweener,CC
746,pitch,perfect,CC
727,be ya,beehive,CC
737,saturday night live,belushi,CC
728,equipment,q,CC
723,bill,murray,CC
736,karaoke,singing,CC
727,office,space,CC
737,ulnar nerve,radius,CC
728,negative,film,CC
743,syringe,ear,CC
743,emblem,coat of arms,CC
728,table,element,CC
743,promises,vows,CC
737,bananas,monkeys,CC
743,coaster,roller,CC
730,santa,monica,CC
736,trunk,marriage,CC
742,exterminated,dalek,CC
737,cart,apple,CC
728,starling,murmuration,CC
736,ulna,nerve,CC
724,ball,costume,CC
737,3d,glasses,CC
723,crystal maze,crystal lake,CC
730,everywhere,elvis,CC
736,poppyseed,muffins,CC
723,antenna,comsat,CC
727,keith,knight,CC
730,dessert,cake,CC
727,curly,fries,CC
728,stallion,italian,CC
728,canoe,kayak,CC
736,baseball,softball,CC
743,chips,whizzer,CC
743,osmond,teeth,CC
743,bite,shark,CC
743,whitman,walt,CC
737,miami,dolphins,CC
730,call,me,CC
743,feckles,spots,CC
743,wyvern,trekking,CC
737,spicy,jalapeno,CC
758,budget crisis,crisis on infinite earths,CC
743,showoff,braggart,CC
746,lord,leaping,CC
730,island,castaway,CC
736,keys,chain,CC
746,pattern,holding,CC
736,snatchers,horror,CC
743,olfactory,nasal,CC
737,wine,cooler,CC
743,matter-eater lad,legion,CC
746,shark,repellent,CC
728,artillery,battery,CC
737,beach house,tree house,CC
737,crooked,bent,CC
730,the beatles,liverpool,CC
736,wild,thing,CC
728,queen,jelly,CC
730,cosmic,cat,CC
728,peabody,award,CC
746,vision,fried chicken,CC
730,endings,beginnings,CC
746,wolfman,marv,CC
743,ulik,thor,CC
743,high,times,CC
743,chase,chevy,CC
727,halo,shampoo,CC
743,storm,cloud,CC
743,bandicoot,marsupial,CC
723,besties,lucy,CC
736,inches,length,CC
743,jungle,tarzan,CC
746,lethal,legion,CC
731,verne,sea,CC
743,knowledge,base,CC
736,close,encounters,CC
728,sperm banks,fitness,CC
746,durable,goods,CC
743,richards,keith,CC
723,trash,compactor,CC
743,sunglasses,secret service,CC
743,thing,orange,CC
743,wood,timber,CC
736,mask,masquerade,CC
743,yolk,yellow,CC
743,icing,insides,CC
727,slab,town,CC
743,sword,rapier,CC
731,fish,fingers,CC
743,bounty,hunter,CC
727,venus,mars,CC
743,scrotum,balls,CC
743,moon,gibbous,CC
730,heimdall,sight,CC
736,professor,instructor,CC
742,slacks,belt,CC
743,tofu,disgusting,CC
724,flop,ishtar,CC
736,jill,pail,CC
727,reef,coral,CC
746,good,vibrations,CC
743,uneven,terrain,CC
724,mob,rule,CC
728,climber,social,CC
743,batgirl,oracle,CC
737,people,alien,CC
736,gentleman,ladies,CC
743,legend,fitzgerald,CC
728,feather,quill,CC
737,sky,heaven,CC
728,majestic,bronson,CC
743,string,bean,CC
728,gold,tooth,CC
731,circumcision,penis,CC
743,morroco mole,fez,CC
723,shiva,lady,CC
727,corn,dog,CC
736,sacrificial,chop,CC
746,pearl,joplin,CC
736,autoerotic,stimulation,CC
743,lifespan,average,CC
743,see,bishop,CC
730,meatballs,swedish,CC
728,brain dead,duby,CC
737,tie,knot,CC
743,cyclops,x-men,CC
743,moench,doug,CC
727,dreaded,pirate,CC
723,boyne,coyne,CC
743,loch,scotland,CC
743,jerk,yank,CC
743,stack,smoke,CC
736,nappies,babies,CC
728,apollo,sun,CC
727,boot,strap,CC
736,chaplin,cane,CC
743,black,clockwork,CC
743,jerry lewis,dean martin,CC
743,cartoon,animation,CC
723,birthday,clown,CC
742,cigarette,death,CC
743,inspiration,perspiration,CC
723,disgusting,anchovies,CC
736,trousers,slacks,CC
723,far,future,CC
743,details,fine print,CC
723,life,death,CC
723,tides,waves,CC
723,puppet,master,CC
728,latin,temper,CC
736,number 9,lives,CC
736,takes queen,princess,CC
730,skids,tyres,CC
727,general,motors,CC
746,ardennes,horse,CC
742,chowder,chowda,CC
730,captain,america,CC
723,knowledge,power,CC
727,separation,trial,CC
723,days of our lives,noon,CC
743,dorothy,gale,CC
736,tree,leaves,CC
723,stockings,gams,CC
736,duct tape,3,CC
743,wind,mill,CC
742,dinero,pacino,CC
737,track,front,CC
730,swearing,profanity,CC
736,remo,williams,CC
724,ice cream,chocolate,CC
743,womanly,girly,CC
730,under,down,CC
743,voting,ballot,CC
743,hammer,time,CC
743,repellent,bug,CC
751,killer,queen,CC
723,amnesia,who,CC
743,digest,reader's,CC
743,soldier,army,CC
746,chicago,blues,CC
737,nerve,endings,CC
743,master of kung fu,fu manchu,CC
743,slick,favour,CC
723,leaves,autumn,CC
743,rocketship,astronaut,CC
742,tiger,symmetry,CC
730,swedish,chef,CC
736,voltage,electricity,CC
727,metamorphosis,kafka,CC
736,potatoes,steak,CC
736,samurai,sword,CC
758,drugs,hugs,CC
728,lateral,line,CC
723,sprint,phone,CC
743,top hat,magician,CC
728,wanderer,odin,CC
742,party,hardy,CC
728,tannen,baum,CC
746,hubbard,nursery rhyme,CC
743,institute,ponds,CC
724,spawn,todd,CC
736,ball,kick,CC
736,doodles,poodles,CC
743,testify,court,CC
728,cake,lie,CC
742,sticky,situation,CC
736,robin,batgirl,CC
727,cheese,sandwich,CC
743,victoria,regina,CC
742,affairs,remember,CC
727,trump,disaster,CC
751,revolt,apes,CC
724,capulet,sharks,CC
727,maiden,voyage,CC
727,power,man,CC
736,steam,punk,CC
743,family,manson,CC
758,ball,lucille,CC
723,knight,grail,CC
731,muscle,rub,CC
743,ship,port,CC
723,mead,composition book,CC
743,yogi bear,jellystone,CC
723,boobs,chest,CC
736,says,cheese,CC
723,disease,gonoherpasyphlaids,CC
723,henry viii,ulster,CC
728,popeye,chicken,CC
728,banana's,dole,CC
724,nathaniel,hawthorne,CC
746,court,crimson,CC
723,house,party,CC
746,paradise,dashboard,CC
727,penny,dreadful,CC
736,group,assemble,CC
730,caribbean,queen,CC
723,carriage,horse,CC
743,pail,water,CC
728,coach,fly,CC
743,dan,dogs,CC
746,triangles,pythagoras,CC
728,blues,hockey,CC
742,razor,blade,CC
743,tyre,goodyear,CC
736,spread,butter,CC
743,fall,lions,CC
737,base,ball,CC
743,heel,face,CC
743,game,on,CC
723,mountain,bear,CC
737,pancakes,stack,CC
731,body,dead,CC
736,stirred,up,CC
743,cricket,bat,CC
728,bridge,tooth,CC
728,ring,uppercut,CC
737,mentalla,mentallo,CC
730,hunting,wabbits,CC
727,feed,bag,CC
736,sin city,las vegas,CC
736,monopoly,game,CC
743,groo,wanderer,CC
730,lesson,teacher,CC
723,master,jedi,CC
743,disney,land,CC
743,stun,shock,CC
743,man,scape,CC
743,gold nuggets,ballarat,CC
743,magic dragon,wyvern,CC
743,life on mars,gene hunt,CC
743,fatal,attraction,CC
743,peanut butter,crunchy,CC
746,odour,olfactory,CC
743,alpine,skiing,CC
730,asphyxiation,autoerotic,CC
743,nut,cracker,CC
