ID,Year,Player,Pos,Age,Tm,G,TS%,FTr,OWS,DWS,WS,FG,FGA,FG%,2P,2PA,2P%,eFG%,FT,FTA,FT%,AST,PF,PTS
12600,1996.0,Oliver Miller,PF,25.0,TOR,76.0,0.55,0.278,1.3,2.4,3.8,418.0,795.0,0.526,418.0,784.0,0.5329999999999999,0.526,146.0,221.0,0.6609999999999999,219.0,277.0,982.0
12601,1996.0,Reggie Miller*,SG,30.0,IND,76.0,0.625,0.467,8.3,2.0,10.3,504.0,1066.0,0.473,336.0,656.0,0.512,0.552,430.0,498.0,0.863,253.0,175.0,1606.0
12602,1996.0,Chris Mills,SF,26.0,CLE,80.0,0.5539999999999999,0.271,4.7,3.1,7.8,454.0,971.0,0.46799999999999997,375.0,761.0,0.493,0.508,218.0,263.0,0.8290000000000001,188.0,241.0,1205.0
12603,1996.0,Terry Mills,PF,28.0,DET,82.0,0.517,0.233,1.3,2.4,3.7,283.0,675.0,0.419,201.0,468.0,0.429,0.48,121.0,157.0,0.7709999999999999,98.0,197.0,769.0
12604,1996.0,Harold Miner,SG,24.0,CLE,19.0,0.528,0.25,-0.1,0.0,-0.1,23.0,52.0,0.442,21.0,42.0,0.5,0.462,13.0,13.0,1.0,8.0,23.0,61.0
12605,1996.0,Greg Minor,SG,24.0,BOS,78.0,0.535,0.203,2.3,0.7,3.0,320.0,640.0,0.5,313.0,613.0,0.511,0.505,99.0,130.0,0.762,146.0,161.0,746.0
12606,1996.0,Sam Mitchell,SF,32.0,MIN,78.0,0.5660000000000001,0.47100000000000003,3.1,1.1,4.3,303.0,618.0,0.49,302.0,600.0,0.503,0.491,237.0,291.0,0.8140000000000001,74.0,220.0,844.0
12607,1996.0,Eric Mobley,C,25.0,TOT,39.0,0.5329999999999999,0.63,-0.4,0.6,0.2,74.0,138.0,0.536,73.0,136.0,0.537,0.54,39.0,87.0,0.44799999999999995,22.0,87.0,188.0
12608,1996.0,Eric Mobley,C,25.0,MIL,5.0,0.342,0.5710000000000001,0.0,0.0,0.0,2.0,7.0,0.28600000000000003,2.0,7.0,0.28600000000000003,0.28600000000000003,2.0,4.0,0.5,0.0,5.0,6.0
12609,1996.0,Eric Mobley,C,25.0,VAN,34.0,0.5429999999999999,0.634,-0.4,0.6,0.2,72.0,131.0,0.55,71.0,129.0,0.55,0.5529999999999999,37.0,83.0,0.446,22.0,82.0,182.0
12610,1996.0,Eric Montross,C,24.0,BOS,61.0,0.546,0.384,0.3,1.0,1.3,196.0,346.0,0.5660000000000001,196.0,346.0,0.5660000000000001,0.5660000000000001,50.0,133.0,0.376,43.0,181.0,442.0
12611,1996.0,Tracy Moore,SG,30.0,HOU,8.0,0.539,0.25,0.2,0.1,0.3,30.0,76.0,0.395,17.0,46.0,0.37,0.48,18.0,19.0,0.9470000000000001,6.0,16.0,91.0
12612,1996.0,Chris Morris,SG,30.0,UTA,66.0,0.522,0.21,1.7,1.7,3.3,265.0,606.0,0.43700000000000006,202.0,409.0,0.494,0.489,98.0,127.0,0.772,77.0,140.0,691.0
12613,1996.0,Lawrence Moten,SG,23.0,VAN,44.0,0.52,0.304,0.1,0.4,0.6,112.0,247.0,0.45299999999999996,94.0,192.0,0.49,0.49,49.0,75.0,0.653,50.0,54.0,291.0
12614,1996.0,Alonzo Mourning*,C,25.0,MIA,70.0,0.584,0.662,4.4,5.5,9.9,563.0,1076.0,0.523,554.0,1046.0,0.53,0.527,488.0,712.0,0.685,159.0,245.0,1623.0
12615,1996.0,Chris Mullin*,SF,32.0,GSW,55.0,0.602,0.297,2.9,1.1,4.0,269.0,539.0,0.499,210.0,389.0,0.54,0.5539999999999999,137.0,160.0,0.856,194.0,127.0,734.0
12616,1996.0,Todd Mundt,C,25.0,TOT,33.0,0.41600000000000004,0.195,0.0,0.1,0.1,16.0,41.0,0.39,16.0,41.0,0.39,0.39,5.0,8.0,0.625,3.0,29.0,37.0
12617,1996.0,Todd Mundt,C,25.0,ATL,24.0,0.436,0.25,0.0,0.1,0.1,13.0,32.0,0.406,13.0,32.0,0.406,0.406,5.0,8.0,0.625,2.0,23.0,31.0
12619,1996.0,Eric Murdock,PG,27.0,TOT,73.0,0.498,0.244,0.4,2.2,2.5,244.0,587.0,0.41600000000000004,199.0,442.0,0.45,0.45399999999999996,114.0,143.0,0.797,327.0,140.0,647.0
12620,1996.0,Eric Murdock,PG,27.0,MIL,9.0,0.435,0.182,0.0,0.0,0.0,24.0,66.0,0.364,18.0,43.0,0.419,0.409,8.0,12.0,0.667,35.0,16.0,62.0
12621,1996.0,Eric Murdock,PG,27.0,VAN,64.0,0.505,0.251,0.4,2.1,2.5,220.0,521.0,0.42200000000000004,181.0,399.0,0.45399999999999996,0.46,106.0,131.0,0.809,292.0,124.0,585.0
12622,1996.0,Gheorghe Muresan,C,24.0,WSB,76.0,0.6,0.348,4.3,3.8,8.0,466.0,798.0,0.584,466.0,797.0,0.585,0.584,172.0,278.0,0.619,56.0,297.0,1104.0
12623,1996.0,Lamond Murray,SF,22.0,LAC,77.0,0.513,0.23,0.3,0.9,1.2,257.0,575.0,0.447,220.0,459.0,0.479,0.479,99.0,132.0,0.75,84.0,151.0,650.0
12624,1996.0,Tracy Murray,SF,24.0,TOR,82.0,0.557,0.201,4.0,0.9,4.9,496.0,1092.0,0.45399999999999996,345.0,734.0,0.47,0.523,182.0,219.0,0.831,131.0,208.0,1325.0
12625,1996.0,Dikembe Mutombo*,C,29.0,DEN,74.0,0.562,0.622,2.6,5.0,7.6,284.0,569.0,0.499,284.0,568.0,0.5,0.499,246.0,354.0,0.695,108.0,258.0,814.0
12626,1996.0,Pete Myers,SG,32.0,TOT,71.0,0.45899999999999996,0.494,-0.5,1.1,0.6,91.0,247.0,0.368,77.0,189.0,0.40700000000000003,0.397,80.0,122.0,0.6559999999999999,145.0,132.0,276.0
12627,1996.0,Pete Myers,SG,32.0,MIA,39.0,0.47600000000000003,0.475,-0.3,0.7,0.5,62.0,160.0,0.38799999999999996,51.0,118.0,0.43200000000000005,0.42200000000000004,49.0,76.0,0.645,97.0,75.0,184.0
12628,1996.0,Pete Myers,SG,32.0,CHH,32.0,0.429,0.529,-0.2,0.3,0.1,29.0,87.0,0.33299999999999996,26.0,71.0,0.366,0.35100000000000003,31.0,46.0,0.674,48.0,57.0,92.0
12629,1996.0,Howard Nathan,PG,24.0,ATL,5.0,0.604,0.444,-0.2,0.0,-0.1,5.0,9.0,0.556,5.0,8.0,0.625,0.556,3.0,4.0,0.75,2.0,2.0,13.0
12630,1996.0,Johnny Newman,SG,32.0,MIL,82.0,0.5920000000000001,0.35700000000000004,3.7,0.7,4.4,321.0,649.0,0.495,260.0,487.0,0.534,0.542,186.0,232.0,0.802,154.0,257.0,889.0
12631,1996.0,Ken Norman,SF,31.0,ATL,34.0,0.517,0.17600000000000002,0.5,0.6,1.1,127.0,273.0,0.465,94.0,189.0,0.49700000000000005,0.526,17.0,48.0,0.354,63.0,68.0,304.0
12632,1996.0,Ed O'Bannon,SG,23.0,NJN,64.0,0.446,0.27,-0.5,1.1,0.7,156.0,400.0,0.39,146.0,344.0,0.424,0.40299999999999997,77.0,108.0,0.713,63.0,95.0,399.0
12633,1996.0,Shaquille O'Neal*,C,23.0,ORL,54.0,0.57,0.495,3.9,3.0,6.9,592.0,1033.0,0.573,591.0,1031.0,0.573,0.574,249.0,511.0,0.48700000000000004,155.0,193.0,1434.0
12634,1996.0,Dan O'Sullivan,C,27.0,TOR,5.0,0.428,0.22899999999999998,0.0,0.0,0.0,13.0,35.0,0.371,13.0,34.0,0.382,0.371,7.0,8.0,0.875,2.0,13.0,33.0
12635,1996.0,Charles Oakley,PF,32.0,NYK,53.0,0.5589999999999999,0.469,2.6,3.0,5.6,211.0,448.0,0.47100000000000003,204.0,422.0,0.483,0.479,175.0,210.0,0.833,137.0,195.0,604.0
12636,1996.0,Hakeem Olajuwon*,C,33.0,HOU,72.0,0.5579999999999999,0.36700000000000005,4.5,5.2,9.7,768.0,1494.0,0.514,765.0,1480.0,0.517,0.515,397.0,548.0,0.7240000000000001,257.0,242.0,1936.0
12637,1996.0,Greg Ostertag,C,22.0,UTA,57.0,0.505,0.297,0.4,1.1,1.4,86.0,182.0,0.473,86.0,182.0,0.473,0.473,36.0,54.0,0.667,5.0,91.0,208.0
12638,1996.0,Bo Outlaw,PF,24.0,LAC,80.0,0.556,0.871,1.0,1.2,2.3,107.0,186.0,0.575,107.0,183.0,0.585,0.575,72.0,162.0,0.444,50.0,127.0,286.0
12639,1996.0,Doug Overton,PG,26.0,DEN,55.0,0.45,0.309,-0.1,0.4,0.2,67.0,178.0,0.376,59.0,152.0,0.38799999999999996,0.39899999999999997,40.0,55.0,0.727,106.0,49.0,182.0
12640,1996.0,Billy Owens,SF,26.0,TOT,62.0,0.517,0.36700000000000005,0.7,2.5,3.2,323.0,673.0,0.48,318.0,655.0,0.485,0.484,157.0,247.0,0.636,204.0,192.0,808.0
12641,1996.0,Billy Owens,SF,26.0,MIA,40.0,0.536,0.374,0.8,2.0,2.7,239.0,473.0,0.505,239.0,467.0,0.512,0.505,112.0,177.0,0.633,134.0,132.0,590.0
12642,1996.0,Billy Owens,SF,26.0,SAC,22.0,0.47200000000000003,0.35,-0.1,0.6,0.4,84.0,200.0,0.42,79.0,188.0,0.42,0.433,45.0,70.0,0.643,70.0,60.0,218.0
12643,1996.0,Robert Pack,PG,26.0,WSB,31.0,0.534,0.41,1.5,1.2,2.7,190.0,444.0,0.428,164.0,346.0,0.474,0.457,154.0,182.0,0.846,242.0,68.0,560.0
12644,1996.0,Robert Parish*,C,42.0,CHH,74.0,0.5329999999999999,0.295,0.7,1.0,1.7,120.0,241.0,0.498,120.0,241.0,0.498,0.498,50.0,71.0,0.7040000000000001,29.0,80.0,290.0
12645,1996.0,Cherokee Parks,C,23.0,DAL,64.0,0.456,0.251,0.1,0.8,0.9,101.0,247.0,0.409,94.0,221.0,0.425,0.423,41.0,62.0,0.6609999999999999,29.0,100.0,250.0
12646,1996.0,Gary Payton*,PG,27.0,SEA,81.0,0.5539999999999999,0.24,5.9,5.6,11.5,618.0,1276.0,0.484,520.0,977.0,0.532,0.523,229.0,306.0,0.748,608.0,221.0,1563.0
12647,1996.0,Anthony Peeler,SG,26.0,LAL,73.0,0.555,0.14300000000000002,2.5,1.2,3.7,272.0,602.0,0.452,167.0,348.0,0.48,0.539,61.0,86.0,0.7090000000000001,118.0,139.0,710.0
12648,1996.0,Mike Peplowski,C,25.0,TOT,7.0,0.5539999999999999,0.6,0.0,0.0,0.0,3.0,5.0,0.6,3.0,5.0,0.6,0.6,1.0,3.0,0.33299999999999996,1.0,10.0,7.0
12650,1996.0,Mike Peplowski,C,25.0,MIL,5.0,0.5539999999999999,0.6,0.0,0.0,0.0,3.0,5.0,0.6,3.0,5.0,0.6,0.6,1.0,3.0,0.33299999999999996,1.0,6.0,7.0
12651,1996.0,Will Perdue,C,30.0,SAS,80.0,0.535,0.37799999999999995,0.7,2.7,3.4,173.0,331.0,0.523,173.0,330.0,0.524,0.523,67.0,125.0,0.536,33.0,183.0,413.0
12652,1996.0,Sam Perkins,PF,34.0,SEA,82.0,0.537,0.302,3.4,3.5,6.9,325.0,797.0,0.408,196.0,434.0,0.452,0.489,191.0,241.0,0.7929999999999999,120.0,174.0,970.0
12653,1996.0,Elliot Perry,PG,26.0,PHO,81.0,0.5489999999999999,0.353,1.9,1.1,3.1,261.0,549.0,0.475,237.0,490.0,0.484,0.49700000000000005,151.0,194.0,0.778,353.0,140.0,697.0
12654,1996.0,Tim Perry,PF,30.0,TOT,30.0,0.515,0.138,0.1,0.2,0.3,31.0,65.0,0.47700000000000004,27.0,57.0,0.474,0.508,5.0,9.0,0.556,8.0,16.0,71.0
12655,1996.0,Tim Perry,PF,30.0,PHI,8.0,0.49200000000000005,0.16699999999999998,0.0,0.0,0.0,8.0,18.0,0.444,7.0,17.0,0.41200000000000003,0.47200000000000003,2.0,3.0,0.667,2.0,5.0,19.0
12656,1996.0,Tim Perry,PF,30.0,NJN,22.0,0.524,0.128,0.1,0.2,0.3,23.0,47.0,0.489,20.0,40.0,0.5,0.521,3.0,6.0,0.5,6.0,11.0,52.0
12657,1996.0,Chuck Person,SF,31.0,SAS,80.0,0.581,0.14800000000000002,2.4,3.1,5.5,308.0,705.0,0.43700000000000006,118.0,242.0,0.488,0.5720000000000001,67.0,104.0,0.644,100.0,197.0,873.0
12658,1996.0,Wesley Person,SG,24.0,PHO,82.0,0.5429999999999999,0.21899999999999997,2.9,1.2,4.0,390.0,877.0,0.445,273.0,564.0,0.484,0.511,148.0,192.0,0.7709999999999999,138.0,148.0,1045.0
12659,1996.0,Bobby Phills,SG,26.0,CLE,72.0,0.564,0.29100000000000004,4.5,2.7,7.1,386.0,826.0,0.467,293.0,615.0,0.47600000000000003,0.524,186.0,240.0,0.775,271.0,192.0,1051.0
12660,1996.0,Eric Piatkowski,SG,25.0,LAC,65.0,0.541,0.33899999999999997,0.8,0.4,1.2,98.0,242.0,0.405,60.0,128.0,0.469,0.483,67.0,82.0,0.8170000000000001,48.0,83.0,301.0
12661,1996.0,Ricky Pierce,SG,36.0,IND,76.0,0.542,0.34700000000000003,1.8,1.3,3.1,264.0,590.0,0.447,229.0,486.0,0.47100000000000003,0.47700000000000004,174.0,205.0,0.8490000000000001,101.0,188.0,737.0
12662,1996.0,Ed Pinckney,PF,32.0,TOT,74.0,0.578,0.534,2.6,1.1,3.7,171.0,335.0,0.51,171.0,332.0,0.515,0.51,136.0,179.0,0.76,72.0,156.0,478.0
12663,1996.0,Ed Pinckney,PF,32.0,TOR,47.0,0.57,0.532,1.6,0.6,2.2,117.0,233.0,0.502,117.0,230.0,0.509,0.502,94.0,124.0,0.758,50.0,101.0,328.0
12664,1996.0,Ed Pinckney,PF,32.0,PHI,27.0,0.594,0.539,1.0,0.5,1.6,54.0,102.0,0.529,54.0,102.0,0.529,0.529,42.0,55.0,0.764,22.0,55.0,150.0
12665,1996.0,Scottie Pippen*,SF,30.0,CHI,77.0,0.551,0.266,7.0,5.3,12.3,563.0,1216.0,0.46299999999999997,413.0,815.0,0.507,0.525,220.0,324.0,0.679,452.0,198.0,1496.0
12666,1996.0,Olden Polynice,C,31.0,SAC,81.0,0.5429999999999999,0.248,2.5,2.8,5.3,431.0,818.0,0.527,430.0,815.0,0.528,0.528,122.0,203.0,0.601,58.0,250.0,985.0
12667,1996.0,Terry Porter,PG,32.0,MIN,82.0,0.552,0.344,2.3,1.3,3.7,269.0,608.0,0.442,198.0,382.0,0.518,0.501,164.0,209.0,0.785,452.0,154.0,773.0
12668,1996.0,Brent Price,PG,27.0,WSB,81.0,0.655,0.358,5.6,1.8,7.4,252.0,534.0,0.47200000000000003,113.0,233.0,0.485,0.602,167.0,191.0,0.8740000000000001,416.0,184.0,810.0
12669,1996.0,Mark Price,PG,31.0,WSB,7.0,0.435,0.16699999999999998,-0.1,0.1,0.0,18.0,60.0,0.3,8.0,30.0,0.267,0.38299999999999995,10.0,10.0,1.0,18.0,7.0,56.0
12670,1996.0,Kevin Pritchard,PG,28.0,WSB,2.0,0.81,1.0,0.1,0.0,0.2,2.0,3.0,0.667,1.0,2.0,0.5,0.833,2.0,3.0,0.667,7.0,3.0,7.0
12671,1996.0,Dino Radja,PF,28.0,BOS,53.0,0.536,0.32299999999999995,1.8,2.2,4.0,426.0,852.0,0.5,426.0,852.0,0.5,0.5,191.0,275.0,0.695,83.0,161.0,1043.0
12672,1996.0,Theo Ratliff,C,22.0,DET,75.0,0.603,0.522,1.6,2.2,3.8,128.0,230.0,0.557,128.0,229.0,0.5589999999999999,0.557,85.0,120.0,0.708,13.0,144.0,341.0
12673,1996.0,Eldridge Recasner,SG,28.0,HOU,63.0,0.562,0.184,1.9,0.8,2.6,149.0,359.0,0.415,68.0,168.0,0.405,0.528,57.0,66.0,0.8640000000000001,170.0,111.0,436.0
12674,1996.0,Bryant Reeves,C,22.0,VAN,77.0,0.506,0.341,0.0,2.3,2.3,401.0,877.0,0.457,401.0,874.0,0.45899999999999996,0.457,219.0,299.0,0.732,109.0,226.0,1021.0
12675,1996.0,Khalid Reeves,PG,23.0,TOT,51.0,0.53,0.361,0.5,0.6,1.1,95.0,227.0,0.419,67.0,136.0,0.493,0.48,61.0,82.0,0.7440000000000001,118.0,115.0,279.0
12676,1996.0,Khalid Reeves,PG,23.0,CHH,20.0,0.5770000000000001,0.43200000000000005,0.8,0.2,1.0,54.0,118.0,0.45799999999999996,43.0,82.0,0.524,0.504,43.0,51.0,0.843,72.0,46.0,162.0
12677,1996.0,Khalid Reeves,PG,23.0,NJN,31.0,0.47700000000000004,0.284,-0.3,0.5,0.1,41.0,109.0,0.376,24.0,54.0,0.444,0.45399999999999996,18.0,31.0,0.581,46.0,69.0,117.0
12678,1996.0,Don Reid,PF,22.0,DET,69.0,0.595,0.41200000000000003,1.1,1.8,2.9,106.0,187.0,0.5670000000000001,106.0,187.0,0.5670000000000001,0.5670000000000001,51.0,77.0,0.662,11.0,199.0,263.0
12679,1996.0,J.R. Reid,PF,27.0,TOT,65.0,0.552,0.43799999999999994,0.5,2.0,2.5,160.0,324.0,0.494,160.0,323.0,0.495,0.494,107.0,142.0,0.754,42.0,187.0,427.0
12680,1996.0,J.R. Reid,PF,27.0,SAS,32.0,0.514,0.53,-0.4,1.0,0.6,72.0,164.0,0.439,72.0,163.0,0.442,0.439,64.0,87.0,0.736,14.0,98.0,208.0
12681,1996.0,J.R. Reid,PF,27.0,NYK,33.0,0.594,0.344,0.9,1.0,1.8,88.0,160.0,0.55,88.0,160.0,0.55,0.55,43.0,55.0,0.782,28.0,89.0,219.0
12682,1996.0,Terrence Rencher,PG,22.0,TOT,36.0,0.441,0.46,-0.7,0.5,-0.2,33.0,100.0,0.33,24.0,71.0,0.33799999999999997,0.375,31.0,46.0,0.674,54.0,37.0,106.0
12683,1996.0,Terrence Rencher,PG,22.0,MIA,34.0,0.43700000000000006,0.434,-0.7,0.5,-0.1,32.0,99.0,0.32299999999999995,23.0,70.0,0.32899999999999996,0.369,30.0,43.0,0.698,54.0,36.0,103.0
12684,1996.0,Terrence Rencher,PG,22.0,PHO,2.0,0.647,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.33299999999999996,0.0,1.0,3.0
12685,1996.0,Shawn Respert,SG,23.0,MIL,62.0,0.488,0.14400000000000002,0.2,0.3,0.5,113.0,292.0,0.387,71.0,170.0,0.418,0.45899999999999996,35.0,42.0,0.833,68.0,67.0,303.0
12686,1996.0,Jerry Reynolds,SF,33.0,MIL,19.0,0.45,0.396,-0.3,0.2,0.0,21.0,53.0,0.396,20.0,43.0,0.465,0.406,13.0,21.0,0.619,12.0,20.0,56.0
12687,1996.0,Glen Rice,SF,28.0,CHH,79.0,0.584,0.294,7.2,1.2,8.3,610.0,1296.0,0.47100000000000003,439.0,893.0,0.49200000000000005,0.537,319.0,381.0,0.8370000000000001,232.0,217.0,1710.0
12688,1996.0,Pooh Richardson,PG,29.0,LAC,63.0,0.517,0.158,3.0,0.8,3.8,281.0,664.0,0.423,187.0,419.0,0.446,0.494,78.0,105.0,0.743,340.0,134.0,734.0
12689,1996.0,Mitch Richmond*,SG,30.0,SAC,81.0,0.591,0.359,7.2,2.1,9.3,611.0,1368.0,0.447,386.0,853.0,0.45299999999999996,0.529,425.0,491.0,0.866,255.0,233.0,1872.0
12690,1996.0,Isaiah Rider,SG,24.0,MIN,75.0,0.55,0.245,2.6,0.8,3.4,560.0,1206.0,0.46399999999999997,458.0,931.0,0.49200000000000005,0.507,248.0,296.0,0.838,213.0,204.0,1470.0
12691,1996.0,Eric Riley,C,25.0,MIN,25.0,0.5329999999999999,0.37799999999999995,0.2,0.3,0.5,35.0,74.0,0.473,35.0,73.0,0.479,0.473,22.0,28.0,0.7859999999999999,5.0,42.0,92.0
12692,1996.0,Doc Rivers,PG,34.0,SAS,78.0,0.489,0.221,0.2,2.0,2.2,108.0,290.0,0.37200000000000005,61.0,153.0,0.39899999999999997,0.45299999999999996,48.0,64.0,0.75,123.0,175.0,311.0
12693,1996.0,Fred Roberts,C,35.0,LAL,33.0,0.5579999999999999,0.289,0.2,0.4,0.6,48.0,97.0,0.495,44.0,83.0,0.53,0.515,22.0,28.0,0.7859999999999999,26.0,24.0,122.0
12694,1996.0,Stanley Roberts,C,25.0,LAC,51.0,0.491,0.43799999999999994,0.0,0.7,0.7,141.0,304.0,0.46399999999999997,141.0,304.0,0.46399999999999997,0.46399999999999997,74.0,133.0,0.556,41.0,153.0,356.0
12695,1996.0,Alvin Robertson,SG,33.0,TOR,77.0,0.531,0.26,0.9,1.9,2.8,285.0,607.0,0.47,244.0,456.0,0.535,0.503,107.0,158.0,0.677,323.0,268.0,718.0
12696,1996.0,Clifford Robinson,SF,29.0,POR,78.0,0.532,0.415,3.9,4.2,8.0,553.0,1306.0,0.423,375.0,835.0,0.449,0.49200000000000005,360.0,542.0,0.664,190.0,248.0,1644.0
12697,1996.0,David Robinson*,C,30.0,SAS,82.0,0.589,0.597,11.1,7.2,18.3,711.0,1378.0,0.516,708.0,1369.0,0.517,0.517,626.0,823.0,0.7609999999999999,247.0,262.0,2051.0
12698,1996.0,Glenn Robinson,SF,23.0,MIL,82.0,0.534,0.281,1.8,1.7,3.5,627.0,1382.0,0.45399999999999996,537.0,1119.0,0.48,0.486,316.0,389.0,0.812,293.0,236.0,1660.0
12699,1996.0,James Robinson,PG,25.0,POR,76.0,0.512,0.235,0.6,1.7,2.3,229.0,574.0,0.39899999999999997,127.0,290.0,0.43799999999999994,0.488,89.0,135.0,0.659,150.0,146.0,649.0
12700,1996.0,Rumeal Robinson,PG,29.0,POR,43.0,0.507,0.231,0.1,0.9,1.0,92.0,221.0,0.41600000000000004,62.0,142.0,0.43700000000000006,0.484,33.0,51.0,0.647,142.0,79.0,247.0
12701,1996.0,Dennis Rodman*,PF,34.0,CHI,64.0,0.501,0.349,1.7,4.6,6.2,146.0,304.0,0.48,143.0,277.0,0.516,0.485,56.0,106.0,0.528,160.0,196.0,351.0
12702,1996.0,Lou Roe,SF,23.0,DET,49.0,0.43200000000000005,0.35600000000000004,-0.1,0.5,0.4,32.0,90.0,0.35600000000000004,30.0,81.0,0.37,0.36700000000000005,24.0,32.0,0.75,15.0,42.0,90.0
12703,1996.0,Carlos Rogers,PF,24.0,TOR,56.0,0.536,0.37799999999999995,0.6,0.3,0.9,178.0,344.0,0.517,175.0,323.0,0.542,0.522,71.0,130.0,0.546,35.0,87.0,430.0
12704,1996.0,Rodney Rogers,SF,24.0,LAC,67.0,0.537,0.281,1.1,1.2,2.3,306.0,641.0,0.47700000000000004,257.0,488.0,0.527,0.516,113.0,180.0,0.628,167.0,216.0,774.0
12705,1996.0,Sean Rooks,C,26.0,TOT,65.0,0.5670000000000001,0.7090000000000001,0.8,1.0,1.8,144.0,285.0,0.505,143.0,278.0,0.514,0.507,135.0,202.0,0.6679999999999999,47.0,141.0,424.0
12706,1996.0,Sean Rooks,C,26.0,MIN,49.0,0.557,0.7,0.9,0.8,1.7,112.0,227.0,0.493,111.0,221.0,0.502,0.496,106.0,159.0,0.667,38.0,106.0,331.0
12707,1996.0,Sean Rooks,C,26.0,ATL,16.0,0.605,0.741,-0.1,0.3,0.2,32.0,58.0,0.552,32.0,57.0,0.561,0.552,29.0,43.0,0.674,9.0,35.0,93.0
12708,1996.0,Jalen Rose,SG,23.0,DEN,80.0,0.5529999999999999,0.45899999999999996,1.2,1.7,2.9,290.0,604.0,0.48,258.0,496.0,0.52,0.507,191.0,277.0,0.69,495.0,229.0,803.0
12709,1996.0,Donald Royal,SF,29.0,ORL,64.0,0.585,0.759,1.4,0.9,2.3,106.0,216.0,0.491,106.0,214.0,0.495,0.491,125.0,164.0,0.762,42.0,97.0,337.0
12710,1996.0,Clifford Rozier,C,23.0,GSW,59.0,0.578,0.40700000000000003,0.4,0.6,1.1,79.0,135.0,0.585,79.0,133.0,0.594,0.585,26.0,55.0,0.473,22.0,135.0,184.0
12711,1996.0,Trevor Ruffin,PG,25.0,PHI,61.0,0.534,0.281,1.2,0.0,1.2,263.0,648.0,0.406,159.0,364.0,0.43700000000000006,0.486,148.0,182.0,0.813,269.0,132.0,778.0
12712,1996.0,Stefano Rusconi,PF,27.0,PHO,7.0,0.35700000000000004,0.556,-0.1,0.0,-0.1,3.0,9.0,0.33299999999999996,3.0,9.0,0.33299999999999996,0.33299999999999996,2.0,5.0,0.4,3.0,10.0,8.0
12713,1996.0,Bryon Russell,SF,25.0,UTA,59.0,0.507,0.47200000000000003,0.0,0.8,0.8,56.0,142.0,0.39399999999999996,42.0,102.0,0.41200000000000003,0.444,48.0,67.0,0.716,29.0,66.0,174.0
12714,1996.0,Arvydas Sabonis*,C,31.0,POR,73.0,0.617,0.42200000000000004,4.5,3.9,8.4,394.0,723.0,0.545,355.0,619.0,0.574,0.5720000000000001,231.0,305.0,0.757,130.0,211.0,1058.0
12715,1996.0,John Salley,PF,31.0,TOT,42.0,0.521,0.607,0.0,0.7,0.6,63.0,140.0,0.45,63.0,140.0,0.45,0.45,59.0,85.0,0.6940000000000001,54.0,110.0,185.0
12716,1996.0,John Salley,PF,31.0,TOR,25.0,0.5579999999999999,0.619,0.1,0.2,0.4,51.0,105.0,0.486,51.0,105.0,0.486,0.486,47.0,65.0,0.723,39.0,72.0,149.0
12717,1996.0,John Salley,PF,31.0,CHI,17.0,0.41100000000000003,0.5710000000000001,-0.2,0.4,0.2,12.0,35.0,0.34299999999999997,12.0,35.0,0.34299999999999997,0.34299999999999997,12.0,20.0,0.6,15.0,38.0,36.0
12718,1996.0,Danny Schayes,C,36.0,MIA,32.0,0.442,0.489,-0.3,0.7,0.4,32.0,94.0,0.34,32.0,94.0,0.34,0.34,37.0,46.0,0.804,9.0,60.0,101.0
12719,1996.0,Steve Scheffler,C,28.0,SEA,35.0,0.5429999999999999,0.42200000000000004,0.1,0.3,0.4,24.0,45.0,0.5329999999999999,23.0,40.0,0.575,0.544,9.0,19.0,0.474,2.0,25.0,58.0
12720,1996.0,Dwayne Schintzius,C,27.0,IND,33.0,0.465,0.191,-0.1,0.5,0.3,49.0,110.0,0.445,49.0,110.0,0.445,0.445,13.0,21.0,0.619,14.0,53.0,111.0
12721,1996.0,Detlef Schrempf,SF,33.0,SEA,63.0,0.598,0.5,5.3,2.9,8.2,360.0,740.0,0.486,287.0,561.0,0.512,0.536,287.0,370.0,0.7759999999999999,276.0,179.0,1080.0
12722,1996.0,Byron Scott,SG,34.0,VAN,80.0,0.523,0.359,1.0,1.3,2.3,271.0,676.0,0.401,197.0,455.0,0.433,0.456,203.0,243.0,0.835,123.0,126.0,819.0
12723,1996.0,Dennis Scott,SF,27.0,ORL,82.0,0.589,0.19899999999999998,6.4,2.4,8.8,491.0,1117.0,0.44,224.0,489.0,0.45799999999999996,0.5589999999999999,182.0,222.0,0.82,243.0,169.0,1431.0
12724,1996.0,Malik Sealy,SF,25.0,LAC,62.0,0.484,0.281,-0.2,1.4,1.2,272.0,655.0,0.415,251.0,555.0,0.452,0.431,147.0,184.0,0.799,116.0,150.0,712.0
12725,1996.0,Rony Seikaly,C,30.0,GSW,64.0,0.561,0.496,0.5,1.8,2.3,285.0,568.0,0.502,283.0,565.0,0.501,0.504,204.0,282.0,0.723,71.0,219.0,776.0
12726,1996.0,Brian Shaw,PG,29.0,ORL,75.0,0.46299999999999997,0.235,-1.0,1.6,0.6,182.0,486.0,0.374,141.0,342.0,0.41200000000000003,0.41700000000000004,91.0,114.0,0.7979999999999999,336.0,160.0,496.0
