ID,Player,height,weight,college,born,birth_city,birth_state
1951,Charles Shackleford,208.0,102.0,North Carolina State University,1966.0,Kinston,North Carolina
1952,John Shasky,211.0,106.0,University of Minnesota,1964.0,Birmingham,Michigan
1953,Brian Shaw,198.0,86.0,"University of California, Santa Barbara",1966.0,Oakland,California
1954,Keith Smart,185.0,79.0,Indiana University,1964.0,Baton Rouge,Louisiana
1955,Charles Smith,208.0,104.0,University of Pittsburgh,1965.0,Bridgeport,Connecticut
1956,Rik Smits,224.0,113.0,Marist College,1966.0,Eindhoven,Netherlands
1957,John Starks,190.0,81.0,Oklahoma State University,1965.0,Tulsa,Oklahoma
1958,Everette Stephens,188.0,79.0,Purdue University,1966.0,Evanston,Illinois
1959,Rod Strickland,196.0,90.0,Jacksonville University,1940.0,Jacksonville,Florida
1960,Barry Sumpter,211.0,97.0,Austin Peay State University,1965.0,Brooklyn,Illinois
1961,Anthony Taylor,193.0,79.0,University of Oregon,1965.0,Los Angeles,California
1962,Tom Tolbert,201.0,106.0,University of Arizona,1965.0,Long Beach,California
1963,Kelvin Upshaw,188.0,81.0,University of Utah,1963.0,Chicago,Illinois
1964,Morlon Wiley,193.0,83.0,"California State University, Long Beach",1966.0,New Orleans,Louisiana
1965,Micheal Williams,188.0,82.0,Lincoln University of Missouri,1945.0,Seattle,Washington
1966,David Wood,206.0,102.0,"University of Nevada, Reno",1964.0,Spokane,Washington
1967,Nick Anderson,198.0,92.0,University of Illinois at Urbana-Champaign,1968.0,Chicago,Illinois
1968,Michael Ansley,201.0,102.0,University of Alabama,1967.0,Birmingham,Alabama
1970,Dana Barros,180.0,73.0,Boston College,1967.0,Boston,Massachusetts
1971,Kenny Battle,198.0,95.0,University of Illinois at Urbana-Champaign,1964.0,Aurora,Illinois
1972,Winston Bennett,201.0,95.0,University of Kentucky,1965.0,Louisville,Kentucky
1973,Mookie Blaylock,183.0,81.0,University of Oklahoma,1967.0,Garland,Texas
1974,Chucky Brown,201.0,97.0,North Carolina State University,1968.0,New York,New York
1975,Raymond Brown,203.0,99.0,University of Idaho,1965.0,Atlanta,Georgia
1976,Stanley Brundy,198.0,95.0,DePaul University,1967.0,New Orleans,Louisiana
1977,Torgeir Bryn,206.0,113.0,Texas State University,1964.0,Oslo,Norway
1978,Steve Bucknall,198.0,97.0,University of North Carolina,1966.0,London,United Kingdom
1979,Adrian Caldwell,203.0,120.0,Lamar University,1966.0,Falls County,Texas
1980,Lanard Copeland,198.0,86.0,Georgia State University,1965.0,Atlanta,Georgia
1981,Terry Davis,206.0,102.0,Virginia Union University,1967.0,Danville,Virginia
1982,Byron Dinkins,185.0,77.0,University of North Carolina at Charlotte,1967.0,Charlotte,North Carolina
1984,Sherman Douglas,183.0,81.0,Syracuse University,1966.0,Washington,District of Columbia
1985,Terry Dozier,206.0,95.0,University of South Carolina,1966.0,Baltimore,Maryland
1986,Blue Edwards,193.0,90.0,East Carolina University,1965.0,Washington,District of Columbia
1987,Jay Edwards,213.0,102.0,University of Washington,1955.0,Seattle,Washington
1988,Sean Elliott,203.0,92.0,University of Arizona,1968.0,Tucson,Arizona
1989,Pervis Ellison,206.0,95.0,University of Louisville,1967.0,Savannah,Georgia
1990,Derrick Gervin,203.0,90.0,University of Texas at San Antonio,1963.0,Detroit,Michigan
1991,Greg Grant,170.0,63.0,Trenton State University,1966.0,Trenton,New Jersey
1992,Scott Haffner,190.0,81.0,University of Evansville,1966.0,Terre Haute,Indiana
1993,Tom Hammonds,206.0,97.0,Georgia Institute of Technology,1967.0,Fort Walton,Florida
1994,Tim Hardaway,183.0,79.0,University of Texas at El Paso,1966.0,Chicago,Illinois
1995,Mike Higgins,206.0,99.0,University of Northern Colorado,1967.0,Grand Island,Nebraska
1996,Ed Horton,203.0,104.0,University of Iowa,1967.0,Springfield,Illinois
1997,Byron Irvin,196.0,86.0,University of Missouri,1966.0,LaGrange,Illinois
1998,Jaren Jackson,193.0,86.0,Georgetown University,1967.0,New Orleans,Louisiana
1999,Eric Johnson,188.0,92.0,University of Nebraska,1966.0,Brooklyn,New York
2000,Nate Johnston,203.0,95.0,University of Tampa,1966.0,Birmingham,Alabama
2001,Shawn Kemp,208.0,104.0,Trinity Valley Community College,1969.0,Elkhart,Indiana
2002,Stan Kimbrough,180.0,69.0,Xavier University,1966.0,Tuscaloosa,Alabama
2003,Stacey King,211.0,104.0,University of Oklahoma,1967.0,Lawton,Oklahoma
2004,Frank Kornet,206.0,102.0,Vanderbilt University,1967.0,Lexington,Kentucky
2005,Jeff Lebo,188.0,81.0,University of North Carolina,1966.0,Carlisle,Pennsylvania
2006,Tim Legler,193.0,90.0,La Salle University,1966.0,Washington,District of Columbia
2007,Gary Leonard,216.0,113.0,University of Missouri,1967.0,Belleville,Illinois
2008,Clifford Lett,190.0,77.0,University of Florida,1965.0,Pensacola,Florida
2009,Todd Lichti,193.0,92.0,Stanford University,1967.0,Walnut Creek,California
2010,Roy Marble,198.0,86.0,University of Iowa,1966.0,Flint,Michigan
2012,Jeff Martin,196.0,88.0,Murray State University,1967.0,Cherry Valley,Arkansas
2013,Anthony Mason,201.0,113.0,Tennessee State University,1966.0,Miami,Florida
2014,Bob McCann,198.0,110.0,Morehead State University,1964.0,Morristown,New Jersey
2015,Mel McCants,203.0,108.0,Purdue University,1967.0,Chicago,Illinois
2016,George McCloud,198.0,92.0,Florida State University,1967.0,Daytona Beach,Florida
2017,Carlton McKinney,193.0,86.0,Southern Methodist University,1964.0,San Diego,California
2018,Scott Meents,208.0,102.0,University of Illinois at Urbana-Champaign,1964.0,Kankakee,Illinois
2019,Sam Mitchell,198.0,95.0,Mercer University,1963.0,Columbus,Georgia
2020,Mike Morrison,193.0,88.0,Loyola College in Maryland,1967.0,Washington,District of Columbia
2021,John Morton,190.0,81.0,Seton Hall University,1967.0,Bronx,New York
2022,Dyron Nix,201.0,95.0,University of Tennessee,1967.0,Meridian,Mississippi
2024,Kenny Payne,203.0,88.0,University of Louisville,1966.0,Laurel,Mississippi
2026,Brian Quinnett,203.0,106.0,Washington State University,1966.0,Pullman,Washington
2028,Glen Rice,201.0,97.0,University of Michigan,1967.0,Jacksonville,Arkansas
2029,Pooh Richardson,185.0,81.0,"University of California, Los Angeles",1966.0,Philadelphia,Pennsylvania
2030,Clifford Robinson,206.0,99.0,University of Southern California,1960.0,Oakland,California
2031,David Robinson*,216.0,106.0,United States Naval Academy,1965.0,Key West,Florida
2032,Doug Roth,211.0,115.0,University of Tennessee,1967.0,Knoxville,Tennessee
2033,Donald Royal,203.0,95.0,University of Notre Dame,1966.0,New Orleans,Louisiana
2034,Delaney Rudd,188.0,81.0,Wake Forest University,1962.0,Halifax,North Carolina
2035,Jeff Sanders,203.0,102.0,Georgia Southern University,1966.0,Augusta,Georgia
2036,Dexter Shouse,188.0,90.0,University of South Alabama,1963.0,Terre Haute,Indiana
2037,Michael Smith,208.0,102.0,Brigham Young University,1965.0,Rochester,New York
2038,Jay Taylor,190.0,86.0,Eastern Illinois University,1967.0,Aurora,Illinois
2039,Leonard Taylor,203.0,99.0,University of California,1966.0,Los Angeles,California
2043,Doug West,198.0,90.0,Villanova University,1967.0,Altoona,Pennsylvania
2044,Randy White,203.0,108.0,Louisiana Tech University,1967.0,Shreveport,Louisiana
2045,Mike Williams,188.0,82.0,Lincoln University of Missouri,1945.0,Seattle,Washington
2046,Haywoode Workman,188.0,81.0,Oral Roberts University,1966.0,Charlotte,North Carolina
2047,Alaa Abdelnaby,208.0,108.0,Duke University,1968.0,Cairo,Egypt
2048,Mahmoud Abdul-Rauf,188.0,83.0,"University of California, Los Angeles",1942.0,Wilmington,Delaware
2049,Keith Askins,201.0,89.0,University of Alabama,1967.0,Athens,Alabama
2050,Milos Babic,213.0,108.0,Tennessee Technological University,1968.0,Kraljevo,Serbia
2051,Cedric Ball,203.0,95.0,University of North Carolina at Charlotte,1968.0,Worcester,Massachusetts
2052,Lance Blanks,193.0,86.0,University of Texas at Austin,1966.0,Del Rio,Texas
2053,Anthony Bonner,203.0,97.0,Saint Louis University,1968.0,St. Louis,Missouri
2054,Dee Brown,185.0,72.0,Jacksonville University,1968.0,Jacksonville,Florida
2055,Jud Buechler,198.0,99.0,University of Arizona,1968.0,San Diego,California
2056,Matt Bullard,208.0,97.0,University of Iowa,1967.0,Des Moines,Iowa
2057,Willie Burton,203.0,95.0,University of Minnesota,1968.0,Detroit,Michigan
2058,Rick Calloway,198.0,81.0,University of Kansas,1966.0,Cincinnati,Ohio
2059,Elden Campbell,211.0,97.0,Clemson University,1968.0,Los Angeles,California
2060,Duane Causwell,213.0,108.0,Temple University,1968.0,Queens Village,New York
2061,Cedric Ceballos,198.0,86.0,"California State University, Fullerton",1969.0,Maui,Hawaii
2062,Richard Coffey,198.0,96.0,University of Minnesota,1965.0,Aurora,North Carolina
2063,Derrick Coleman,208.0,104.0,Syracuse University,1967.0,Mobile,Alabama
2064,Bimbo Coles,185.0,81.0,Virginia Polytechnic Institute and State University,1968.0,Covington,Virginia
2065,Anthony Cook,206.0,92.0,University of Arizona,1967.0,Los Angeles,California
2066,Tony Dawson,201.0,97.0,Florida State University,1967.0,Kinston,North Carolina
2067,Mario Elie,196.0,95.0,American International College,1963.0,New York,New York
2069,Danny Ferry,208.0,104.0,Duke University,1966.0,Hyattsville,Maryland
2070,Greg Foster,211.0,108.0,University of Texas at El Paso,1968.0,Oakland,California
2071,Tate George,196.0,86.0,University of Connecticut,1968.0,Newark,New Jersey
2072,Kendall Gill,196.0,88.0,University of Illinois at Urbana-Champaign,1968.0,Chicago,Illinois
2073,Gerald Glass,196.0,100.0,University of Mississippi,1967.0,Greenwood,Mississippi
2074,Dan Godfread,208.0,113.0,University of Evansville,1967.0,Fort Wayne,Indiana
2075,Jim Grandholm,213.0,106.0,University of South Florida,1960.0,Elkhart,Indiana
2076,Tony Harris,190.0,86.0,University of New Orleans,1967.0,Monroe,Louisiana
2077,Steve Henson,180.0,80.0,Kansas State University,1968.0,Junction City,Kansas
2078,Sean Higgins,206.0,92.0,University of Michigan,1968.0,Los Angeles,California
2079,Tyrone Hill,206.0,108.0,Xavier University,1968.0,Cincinnati,Ohio
2080,Dave Jamerson,196.0,86.0,Ohio University,1967.0,Clarksburg,West Virginia
2081,Henry James,203.0,99.0,St. Mary's University,1965.0,Centreville,Alabama
2082,Les Jepsen,213.0,107.0,University of Iowa,1967.0,Bowbells,North Dakota
2083,Alec Kessler,211.0,104.0,University of Georgia,1967.0,Minneapolis,Minnesota
2084,Bo Kimble,193.0,86.0,Loyola Marymount University,1966.0,Philadelphia,Pennsylvania
2085,Negele Knight,185.0,79.0,University of Dayton,1967.0,Detroit,Michigan
2086,Kurk Lee,190.0,86.0,Towson University,1967.0,Baltimore,Maryland
2087,Marcus Liberty,203.0,92.0,University of Illinois at Urbana-Champaign,1968.0,Chicago,Illinois
2088,Ian Lockhart,203.0,108.0,University of Tennessee,1967.0,Nassau,Bahamas
2089,Tony Massenburg,206.0,99.0,University of Maryland,1967.0,Sussex,Virginia
2090,Travis Mays,188.0,86.0,University of Texas at Austin,1968.0,Ocala,Florida
2091,Terry Mills,208.0,104.0,University of Michigan,1967.0,Romulus,Michigan
2092,Chris Munk,206.0,102.0,University of Southern California,1967.0,San Francisco,California
2093,Jerrod Mustaf,208.0,107.0,University of Maryland,1969.0,Whiteville,North Carolina
2094,Dan O'Sullivan,208.0,113.0,Fordham University,1968.0,Bronx,New York
2095,Alan Ogg,218.0,108.0,University of Alabama at Birmingham,1967.0,Lancaster,Ohio
2096,Brian Oliver,193.0,95.0,Georgia Institute of Technology,1968.0,Chicago,Illinois
2097,Gerald Paddio,201.0,92.0,"University of Nevada, Las Vegas",1965.0,Lafayette,Louisiana
2098,Walter Palmer,216.0,97.0,Dartmouth College,1968.0,Ithaca,New York
2099,Gary Payton*,193.0,81.0,Oregon State University,1968.0,Oakland,California
2100,Kevin Pritchard,190.0,81.0,University of Kansas,1967.0,Bloomington,Indiana
2101,Larry Robinson,190.0,81.0,Centenary College of Louisiana,1968.0,Bossier City,Louisiana
2102,Rumeal Robinson,188.0,88.0,University of Michigan,1966.0,Mandeville,Jamaica
2103,Steve Scheffler,206.0,113.0,Purdue University,1967.0,Grand Rapids,Michigan
2104,Dwayne Schintzius,216.0,117.0,University of Florida,1968.0,Brandon,Florida
2105,Dennis Scott,203.0,103.0,Georgia Institute of Technology,1968.0,Hagerstown,Maryland
2106,Lionel Simmons,201.0,95.0,La Salle University,1968.0,Philadelphia,Pennsylvania
2108,Felton Spencer,213.0,120.0,University of Louisville,1968.0,Louisville,Kentucky
2109,Irving Thomas,203.0,102.0,Florida State University,1966.0,Brooklyn,New York
2110,Andy Toolson,198.0,95.0,Brigham Young University,1966.0,Chicago,Illinois
2111,Loy Vaught,206.0,104.0,University of Michigan,1968.0,Grand Rapids,Michigan
2113,Jayson Williams,206.0,108.0,St. John's University,1968.0,Ritter,South Carolina
2114,Kenny Williams,188.0,79.0,St. John's University,1961.0,New York,New York
2115,Scott Williams,208.0,104.0,University of North Carolina,1968.0,Hacienda Heights,California
2116,Trevor Wilson,201.0,95.0,"University of California, Los Angeles",1968.0,Los Angeles,California
2117,Kennard Winchester,196.0,95.0,Averett University,1966.0,Chestertown,Maryland
2118,Howard Wright,190.0,83.0,Austin Peay State University,1947.0,Louisville,Kentucky
2120,Victor Alexander,206.0,120.0,Iowa State University,1969.0,Detroit,Michigan
2121,Kenny Anderson,183.0,76.0,Georgia Institute of Technology,1970.0,Queens,New York
2122,Greg Anthony,183.0,79.0,"University of Nevada, Las Vegas",1967.0,Las Vegas,Nevada
2123,Stacey Augmon,203.0,92.0,"University of Nevada, Las Vegas",1968.0,Pasadena,California
2124,Isaac Austin,208.0,115.0,Arizona State University,1969.0,Gridley,California
2125,Steve Bardo,196.0,86.0,University of Illinois at Urbana-Champaign,1968.0,Henderson,Kentucky
2126,David Benoit,203.0,99.0,University of Alabama,1968.0,Lafayette,Louisiana
2127,Terrell Brandon,180.0,81.0,University of Oregon,1970.0,Portland,Oregon
2128,Kevin Brooks,198.0,90.0,University of Louisiana at Lafayette,1969.0,Beaufort,South Carolina
2129,Myron Brown,190.0,81.0,Slippery Rock University of Pennsylvania,1969.0,McKees Rocks,Pennsylvania
2130,Randy Brown,203.0,99.0,University of Idaho,1965.0,Atlanta,Georgia
2131,Demetrius Calip,185.0,74.0,University of Michigan,1969.0,Flint,Michigan
2132,Pete Chilcutt,208.0,104.0,University of North Carolina,1968.0,Sumter,South Carolina
2133,Marty Conlon,208.0,101.0,Providence College,1968.0,Bronx,New York
2134,Tom Copa,208.0,124.0,Marquette University,1964.0,Robbinsdale,Minnesota
2135,Chris Corchiani,183.0,83.0,North Carolina State University,1968.0,Coral Gables,Florida
2136,Corey Crowder,196.0,97.0,Kentucky Wesleyan College,1969.0,Carrollton,Georgia
2137,Dale Davis,211.0,104.0,Clemson University,1969.0,Toccoa,Georgia
2138,Bison Dele,206.0,106.0,University of Arizona,1969.0,Fresno,California
2139,Patrick Eddie,211.0,108.0,University of Mississippi,1967.0,Milwaukee,Wisconsin
2140,LeRon Ellis,208.0,95.0,St. John's University,1940.0,Far Rockaway,New York
2141,Rick Fox,201.0,104.0,University of North Carolina,1969.0,Toronto,Canada
2142,Chris Gatling,208.0,99.0,Old Dominion University,1967.0,Elizabeth,New Jersey
2143,Paul Graham,198.0,90.0,Ohio University,1967.0,Philadelphia,Pennsylvania
2144,Sean Green,196.0,95.0,Iona College,1970.0,Santa Monica,California
2145,Carl Herrera,206.0,97.0,University of Houston,1966.0,Trinidad,Trinidad and Tobago
2146,Donald Hodge,213.0,104.0,Temple University,1969.0,Washington,District of Columbia
2147,Brian Howard,198.0,92.0,North Carolina State University,1967.0,Winston-Salem,North Carolina
2148,Cedric Hunter,183.0,81.0,University of Kansas,1965.0,Wichita Falls,Texas
2149,Mike Iuzzolino,178.0,79.0,Saint Francis University,1968.0,Altoona,Pennsylvania
2150,Rich King,218.0,117.0,University of Nebraska,1969.0,Lincoln,Nebraska
2151,Doug Lee,196.0,90.0,Purdue University,1964.0,Washington,Illinois
2152,Luc Longley,218.0,120.0,University of New Mexico,1969.0,Melbourne,Australia
2153,Kevin Lynch,196.0,88.0,University of Minnesota,1968.0,Bloomington,Minnesota
2154,Mark Macon,196.0,83.0,Temple University,1969.0,Saginaw,Michigan
2155,Tharon Mayes,190.0,79.0,Florida State University,1968.0,New Haven,Connecticut
2156,Rodney Monroe,190.0,83.0,North Carolina State University,1968.0,Baltimore,Maryland
2157,Tracy Moore,193.0,90.0,University of Tulsa,1965.0,Oklahoma City,Oklahoma
2158,Eric Murdock,185.0,86.0,Providence College,1968.0,Somerville,New Jersey
2159,Dikembe Mutombo*,218.0,111.0,Georgetown University,1966.0,Kinshasa,Democratic Republic of the Congo
2160,Jimmy Oliver,196.0,92.0,Purdue University,1969.0,Menifee,Arkansas
2161,Billy Owens,203.0,99.0,Syracuse University,1969.0,Carlisle,Pennsylvania
2162,Keith Owens,201.0,102.0,"University of California, Los Angeles",1969.0,San Francisco,California
2163,Robert Pack,188.0,81.0,University of Southern California,1969.0,New Orleans,Louisiana
2164,Elliot Perry,183.0,68.0,University of Memphis,1969.0,Memphis,Tennessee
2165,Bobby Phills,196.0,95.0,Southern University and A&M College,1969.0,Baton Rouge,Louisiana
2166,Mark Randall,203.0,106.0,University of Kansas,1967.0,Edina,Minnesota
2167,Stanley Roberts,213.0,129.0,Louisiana State University,1970.0,Hopkins,South Carolina
2169,LaBradford Smith,203.0,97.0,Alcorn State University,1958.0,Rolling Fork,Mississippi
2170,Steve Smith,201.0,90.0,Michigan State University,1969.0,Highland Park,Michigan
2171,Larry Stewart,203.0,99.0,Coppin State University,1968.0,Philadelphia,Pennsylvania
2172,Derek Strong,203.0,99.0,Xavier University,1968.0,Los Angeles,California
2173,Lamont Strothers,193.0,86.0,Christopher Newport University,1968.0,Nansemond County,Virginia
2174,Greg Sutton,188.0,77.0,Oral Roberts University,1967.0,Santa Cruz,California
2175,Carl Thomas,193.0,79.0,Eastern Michigan University,1969.0,Dayton,Ohio
2176,Charles Thomas,190.0,79.0,Eastern Michigan University,1969.0,Dayton,Ohio
2177,Stephen Thompson,193.0,83.0,Syracuse University,1968.0,Los Angeles,California
2178,John Turner,203.0,111.0,Phillips University,1967.0,Washington,District of Columbia
2180,Eric Anderson,206.0,99.0,Indiana University,1970.0,Chicago,Illinois
2181,Anthony Avent,206.0,106.0,Seton Hall University,1969.0,Rocky Mount,North Carolina
2182,Jon Barry,193.0,88.0,Georgia Institute of Technology,1969.0,Oakland,California
2183,Tony Bennett,183.0,79.0,University of Wisconsin-Green Bay,1969.0,Green Bay,Wisconsin
2184,Alex Blackwell,198.0,113.0,Monmouth University,1970.0,Toms River,New Jersey
2185,Ricky Blanton,201.0,97.0,Louisiana State University,1966.0,Miami,Florida
2186,Walter Bond,196.0,90.0,University of Minnesota,1969.0,Chicago,Illinois
2187,Dexter Cambridge,201.0,101.0,University of Texas at Austin,1970.0,Eleuthra,Bahamas
2188,Doug Christie,198.0,90.0,Pepperdine University,1970.0,Seattle,Washington
2189,Duane Cooper,185.0,83.0,University of Southern California,1969.0,Benton Harbor,Michigan
2190,Joe Courtney,203.0,106.0,University of Southern Mississippi,1969.0,Jackson,Mississippi
2191,John Crotty,185.0,83.0,University of Virginia,1969.0,Orange,New Jersey
2193,Lloyd Daniels,201.0,92.0,Mount San Antonio College,1967.0,Brooklyn,New York
2194,Hubert Davis,196.0,83.0,University of North Carolina,1970.0,Winston-Salem,North Carolina
2195,Todd Day,198.0,85.0,University of Arkansas,1970.0,Decatur,Illinois
2197,Pat Durham,201.0,95.0,Colorado State University,1967.0,Dallas,Texas
2198,LaPhonso Ellis,203.0,108.0,University of Notre Dame,1970.0,East St. Louis,Illinois
2199,Matt Geiger,213.0,110.0,Georgia Institute of Technology,1969.0,Salem,Massachusetts
2200,Litterial Green,185.0,83.0,University of Georgia,1970.0,Pascagoula,Mississippi
2201,Tom Gugliotta,208.0,108.0,North Carolina State University,1969.0,Huntington Station,New York
2202,Jay Guidinger,208.0,115.0,University of Minnesota Duluth,1969.0,Milwaukee,Wisconsin
2203,Robert Horry,206.0,99.0,University of Alabama,1970.0,Andalusia,Alabama
2204,Byron Houston,196.0,113.0,Oklahoma State University,1969.0,Watonga,Kansas
2205,Stephen Howard,206.0,102.0,DePaul University,1970.0,Dallas,Texas
2206,Jim Jackson,198.0,99.0,Ohio State University,1970.0,Toledo,Ohio
2207,Keith Jennings,170.0,72.0,East Tennessee State University,1968.0,Culpepper,Virginia
2208,Dave Johnson,201.0,95.0,Syracuse University,1970.0,Morgan City,Louisiana
2209,Thomas Jordan,208.0,99.0,Oklahoma State University,1968.0,Baltimore,Maryland
2210,Adam Keefe,206.0,104.0,Stanford University,1970.0,Irvine,California
2211,Christian Laettner,211.0,106.0,Duke University,1969.0,Angola,New York
2212,Sam Mack,201.0,99.0,University of Houston,1970.0,Chicago,Illinois
2213,Don MacLean,208.0,106.0,"University of California, Los Angeles",1970.0,Palo Alto,California
2214,Marlon Maxey,203.0,113.0,University of Texas at El Paso,1969.0,Chicago,Illinois
2215,Lee Mayberry,185.0,78.0,University of Arkansas,1970.0,Tulsa,Oklahoma
2216,Oliver Miller,206.0,127.0,University of Arkansas,1970.0,Fort Worth,Texas
2217,Harold Miner,196.0,95.0,University of Southern California,1971.0,Inglewood,California
2218,Isaiah Morris,203.0,103.0,University of Arkansas,1969.0,Richmond,Virginia
2219,Alonzo Mourning*,208.0,108.0,Georgetown University,1970.0,Chesapeake,Virginia
2220,Tracy Murray,201.0,102.0,"University of California, Los Angeles",1971.0,Los Angeles,California
2221,Melvin Newbern,193.0,90.0,University of Minnesota,1967.0,Toledo,Ohio
2222,Shaquille O'Neal*,216.0,147.0,Louisiana State University,1972.0,Newark,New Jersey
2223,Matt Othick,188.0,74.0,University of Arizona,1969.0,Clovis,New Mexico
2224,Doug Overton,190.0,86.0,La Salle University,1969.0,Philadelphia,Pennsylvania
2225,Anthony Peeler,193.0,94.0,University of Missouri,1969.0,Kansas City,Missouri
2226,Brent Price,185.0,74.0,University of Oklahoma,1968.0,Shawnee,Oklahoma
2227,Anthony Pullard,208.0,111.0,McNeese State University,1966.0,DeQuincy,Louisiana
2228,Sean Rooks,208.0,113.0,University of Arizona,1969.0,New York,New York
2229,Malik Sealy,203.0,86.0,St. John's University,1970.0,Bronx,New York
2230,Chris Smith,208.0,104.0,University of Pittsburgh,1965.0,Bridgeport,Connecticut
2231,Reggie Smith,208.0,108.0,Texas Christian University,1970.0,San Jose,California
2232,Andre Spencer,198.0,95.0,Northern Arizona University,1964.0,Stockton,California
2233,Elmore Spencer,213.0,122.0,"University of Nevada, Las Vegas",1969.0,Atlanta,Georgia
2234,Latrell Sprewell,196.0,86.0,University of Alabama,1970.0,Milwaukee,Wisconsin
2235,Barry Stevens,196.0,88.0,Iowa State University,1963.0,Flint,Michigan
2236,Bryant Stith,196.0,94.0,University of Virginia,1970.0,Emporia,Virginia
2238,Clarence Weatherspoon,198.0,108.0,University of Southern Mississippi,1970.0,Crawford,Mississippi
2239,Marcus Webb,206.0,115.0,University of Alabama,1970.0,Montgomery,Alabama
2240,Robert Werdann,211.0,113.0,St. John's University,1970.0,Sunnyside,New York
2241,Corey Williams,188.0,86.0,Oklahoma State University,1970.0,Twiggs,Georgia
2242,Lorenzo Williams,206.0,90.0,Stetson University,1969.0,Ocala,Florida
2244,Randy Woods,178.0,83.0,La Salle University,1970.0,Philadelphia,Pennsylvania
2245,Gary Alexander,201.0,108.0,University of South Florida,1969.0,Jacksonville,Florida
2246,Vin Baker,211.0,105.0,University of Hartford,1971.0,Lake Wales,Florida
2247,Corie Blount,206.0,108.0,University of Cincinnati,1969.0,Monrovia,California
2248,Shawn Bradley,229.0,106.0,Brigham Young University,1972.0,Landstuhl,Germany
2250,Evers Burns,203.0,117.0,University of Maryland,1971.0,Baltimore,Maryland
2251,Scott Burrell,201.0,98.0,University of Connecticut,1971.0,New Haven,Connecticut
2252,Mitchell Butler,188.0,77.0,University of Memphis,1946.0,Memphis,Tennessee
2253,Sam Cassell,190.0,83.0,Florida State University,1969.0,Baltimore,Maryland
2254,Calbert Cheaney,201.0,94.0,Indiana University,1971.0,Evansville,Indiana
2255,Michael Curry,196.0,95.0,Georgia Southern University,1968.0,Anniston,Alabama
2256,Antonio Davis,206.0,97.0,University of Texas at El Paso,1968.0,Oakland,California
2257,Brian Davis,190.0,81.0,University of Maryland,1955.0,Monaca,Pennsylvania
2258,Terry Dehere,188.0,86.0,Seton Hall University,1971.0,New York,New York
2259,Dell Demps,190.0,92.0,University of the Pacific,1970.0,Long Beach,California
2260,Acie Earl,208.0,108.0,University of Iowa,1970.0,Peoria,Illinois
2261,Bill Edwards,203.0,97.0,Wright State University,1971.0,Middletown,Ohio
2262,Doug Edwards,201.0,99.0,Florida State University,1971.0,Miami,Florida
2263,Harold Ellis,196.0,90.0,Morehouse College,1970.0,Atlanta,Georgia
2264,Alphonso Ford,185.0,86.0,Mississippi Valley State University,1971.0,Greenwood,Mississippi
2265,Chad Gallagher,208.0,115.0,Creighton University,1969.0,Rockford,Illinois
2266,Andrew Gaze,201.0,92.0,Seton Hall University,1965.0,Melbourne,Australia
2267,Ricky Grace,185.0,81.0,University of Oklahoma,1967.0,Dallas,Texas
2268,Greg Graham,193.0,78.0,Indiana University,1970.0,Indianapolis,Indiana
2269,Josh Grant,206.0,101.0,University of Utah,1967.0,Salt Lake City,Utah
2271,Geert Hammink,213.0,118.0,Louisiana State University,1969.0,Didam,Netherlands
2272,Anfernee Hardaway,201.0,88.0,University of Memphis,1971.0,Memphis,Tennessee
2273,Lucious Harris,196.0,86.0,"California State University, Long Beach",1970.0,Los Angeles,California
2274,Antonio Harvey,211.0,102.0,Pfeiffer University,1970.0,Pascagoula,Mississippi
2275,Scott Haskin,211.0,113.0,Oregon State University,1970.0,Riverside,California
2276,Skeeter Henry,201.0,86.0,University of Oklahoma,1967.0,Dallas,Texas
2277,Allan Houston,198.0,90.0,University of Tennessee,1971.0,Louisville,Kentucky
2278,Lindsey Hunter,188.0,77.0,Jackson State University,1970.0,Utica,Mississippi
2279,Bobby Hurley,183.0,74.0,Duke University,1971.0,Jersey City,New Jersey
2280,Stanley Jackson,190.0,83.0,University of Alabama at Birmingham,1970.0,Tuskegee,Alabama
2281,Chris Jent,201.0,99.0,Ohio State University,1970.0,Orange,California
2282,Ervin Johnson,188.0,92.0,University of Nebraska,1966.0,Brooklyn,New York
2283,Popeye Jones,203.0,113.0,Murray State University,1970.0,Dresden,Tennessee
2284,Adonis Jordan,180.0,77.0,University of Kansas,1970.0,Brooklyn,New York
2285,Reggie Jordan,193.0,88.0,New Mexico State University,1968.0,Chicago,Illinois
2286,Warren Kidd,206.0,106.0,Middle Tennessee State University,1970.0,Harpersville,Alabama
2287,Chris King,203.0,97.0,Wake Forest University,1969.0,Newton Grove,North Carolina
2289,George Lynch,203.0,98.0,University of North Carolina,1970.0,Roanoke,Virginia
2290,Malcolm Mackey,206.0,112.0,Georgia Institute of Technology,1970.0,Chattanooga,Tennessee
2291,Gerald Madkins,193.0,90.0,"University of California, Los Angeles",1969.0,Merced,California
2292,Bob Martin,213.0,113.0,University of Minnesota,1969.0,Minneapolis,Minnesota
2293,Jamal Mashburn,203.0,108.0,University of Kentucky,1972.0,New York,New York
2294,Darnell Mee,196.0,79.0,Western Kentucky University,1971.0,Cleveland,Tennessee
2295,Chris Mills,198.0,97.0,University of Arizona,1970.0,Los Angeles,California
2296,Darren Morningstar,208.0,106.0,University of Pittsburgh,1969.0,Stevenson,Washington
2298,Bo Outlaw,203.0,95.0,University of Houston,1971.0,San Antonio,Texas
